Offense Case Type,Offense Date,Offense Time,Charges Description,Offense Street Name,Offense Cross Street,Case Closed,Agency,Officer Code,RACE,Defendant Gender
NT,2022-02-19,0:00:00,Public Intoxication,500 Block Neches Street,,IN,APD Do Not Use,8103,White,Male
NT,2021-12-20,8:10:00,"Sitting, Lying Down, Sleeping Outdoors",300 Block East 6th Street,,TERM,APD Do Not Use,3968,Black or African American,Male
NT,2022-03-31,23:37:00,Public Intoxication,400 Block East 6th Street,,ACT,APD Do Not Use,8674,Black or African American,Male
NT,2022-07-02,0:01:00,Public Intoxication,2502 Leon Street,,TERM,APD Do Not Use,8912,Hispanic or Latino,Male
NT,2021-12-28,0:00:00,Public Intoxication,607 Red River Street,,IN,APD Do Not Use,7203,White,Female
NT,2022-02-18,0:00:00,Public Intoxication,1301 Shoal Creek Boulevard,,IN,APD Do Not Use,8875,Black or African American,Male
NT,2022-06-04,0:00:00,Public Intoxication,412 East 6th Street,,ACT,APD Do Not Use,5193,Black or African American,Male
NT,2022-08-28,1:59:00,Disorderly Conduct - Fighting,400 Block East 6th Street,,TERM,APD Do Not Use,8205,Hispanic or Latino,Male
TR,2022-03-24,2:14:00,Pedestrian On Roadway,2100 Block Guadalupe Street,,IN,APD Do Not Use,9271,White,Male
NT,2021-10-04,11:30:00,Camping - State Law,500 NORTH IH35 SERVICE ROAD,,ACT,APD Do Not Use,4278,Black or African American,Female
NT,2022-04-28,22:26:00,Public Intoxication,613 West 6th Street,,TERM,APD Do Not Use,7756,White,Female
NT,2022-03-13,0:00:00,Public Intoxication,311 East 5th Street,,TERM,APD Do Not Use,6964,White,Male
NT,2022-06-02,0:00:00,Public Intoxication,1011 East 5th Street,,ACT,APD Do Not Use,8282,Black or African American,Male
NT,2022-01-10,14:49:00,Pedestrian On Roadway,500 Block West 21st Street,,IN,APD Do Not Use,9057,White,Male
NT,2022-02-07,22:05:00,Simple Assault By Contact,314 East 6th Street,,IN,APD Do Not Use,8345,Black or African American,Male
NT,2022-03-03,10:23:00,Simple Assault By Contact,310 West 2nd Street,,TERM,APD Do Not Use,7884,White,Female
NT,2022-03-12,11:07:00,Smoking Ord - With In 15 Ft Of Pub Entrance,600 Block Congress Avenue,,TERM,APD Do Not Use,5193,White,Female
NT,2022-01-27,11:35:00,Camping - State Law,400 San Antonio Street,,TERM,APD Do Not Use,5193,Black or African American,Female
NT,2021-10-28,11:15:00,"Sitting, Lying Down, Sleeping Outdoors",600 CONGRESS AVENUE,,TERM,APD Do Not Use,7284,Black or African American,Male
NT,2022-03-11,14:00:00,"Sitting, Lying Down, Sleeping Outdoors",200 East 6th Street,,IN,APD Do Not Use,7408,White,Male
NT,2022-05-30,2:45:00,Pedestrian In Roadway/City Ordinance,700 East 7th Street,,TERM,APD Do Not Use,162,Hispanic or Latino,Female
NT,2022-02-11,0:50:00,Disregard Order Of A Police Officer,600 Block Trinity Street,,TERM,APD Do Not Use,8888,Black or African American,Male
NT,2022-06-04,3:18:00,Human Waste,715 East 8th Street,,TERM,APD Do Not Use,9239,Black or African American,Male
NT,2022-03-01,10:35:00,Camping - State Law,400 Block Waller Creek,,ACT,APD Do Not Use,7080,White,Female
NT,2022-08-07,11:35:00,Possession Of Drug Paraphernalia,BRAZOS ST,,IN,Other Agency,6781,White,Male
NT,2021-10-03,2:34:00,Disorderly Conduct - Fighting,400 East 6th Street,,ACT,APD Do Not Use,8888,Hispanic or Latino,Male
NT,2022-03-12,23:59:00,Public Intoxication,400 Block East 6th Street,,IN,APD Do Not Use,8354,White,Male
NT,2022-08-17,7:15:00,Possession Of Drug Paraphernalia,500 BRAZOS STREET,,ACT,Austin Police Department,6136,Black,Male
TR,2022-07-07,22:50:00,Pedestrian On Roadway,100 BLOCK OF SAN JACINTO,,TERM,Austin Police Department,8205,White,Male
NT,2022-09-28,22:50:00,Disorderly Conduct-Indecent Exposure #,303 RED RIVER STREET,,ACT,Austin Police Department,8428,Black,Male
NT,2021-12-29,21:58:00,Public Intoxication,325 East 6th Street,,IN,APD Do Not Use,8289,White,Male
TR,2021-10-04,0:00:00,Pedestrian Walking Against Light,RED RIVER AND EAST 7TH STREET,,TERM,APD Do Not Use,5193,Black or African American,Male
NT,2021-10-13,18:00:00,Disregard Order Of A Police Officer,100 North Ih35 Service Road,,ACT,APD Do Not Use,9257,Black or African American,Male
NT,2021-10-11,4:40:00,Smoking - Public Place,422 Guadalupe Street,,IN,APD Do Not Use,3968,White,Female
NT,2022-06-29,3:00:00,Manifesting - Drugs,400 East 6th Street,,TERM,APD Do Not Use,8674,Black or African American,Female
NT,2022-06-30,22:57:00,Simple Assault By Contact-Family,East 6th Street And Trinity Street,,TERM,APD Do Not Use,8126,White,Male
NT,2021-12-09,11:47:00,"Sitting, Lying Down, Sleeping Outdoors",200 East 5th Street,,TERM,APD Do Not Use,5193,Black or African American,Male
NT,2022-06-05,1:42:00,Public Intoxication,400 East 6th Street,,TERM,APD Do Not Use,8205,Hispanic or Latino,Male
NT,2022-02-23,2:15:00,Disorderly Conduct - Fighting,409 East 6th Street,,IN,APD Do Not Use,8428,Hispanic or Latino,Male
NT,2022-04-06,2:24:00,Simple Assault By Contact-Family,400 East 6th Street,,TERM,APD Do Not Use,8126,Hispanic or Latino,Female
NT,2022-02-28,1:47:00,Public Intoxication,2500 Block Guadalupe Street,,TERM,APD Do Not Use,9271,Hispanic or Latino,Male
NT,2022-03-12,2:20:00,Disorderly Conduct - Fighting,600 Block Trinity Street,,IN,APD Do Not Use,7804,Hispanic or Latino,Male
NT,2022-07-22,1:32:00,Public Intoxication,300 Block East 6th Street,,TERM,APD Do Not Use,8888,White,Male
NT,2022-08-14,3:28:00,Public Intoxication,901 Neches Street,,TERM,APD Do Not Use,7804,White,Male
NT,2022-02-07,2:00:00,Public Intoxication,400 Block East 6th Street,,ACT,APD Do Not Use,7597,White,Female
NT,2022-09-02,1:29:00,Disorderly Conduct - Fighting,East 6th Street At Trinity Street,,TERM,APD Do Not Use,9252,White,Male
NT,2021-10-21,2:44:00,Gaming - Cards; Dice; Or Balls,400 Block East 6th Street South Alley,,IN,APD Do Not Use,8674,Black or African American,Male
NT,2022-05-23,3:15:00,Public Intoxication,500 East 4th Street,,ACT,APD Do Not Use,8413,Black or African American,Male
NT,2021-10-21,2:44:00,Gaming - Cards; Dice; Or Balls,400 Block East 6th Street South Alley,,IN,APD Do Not Use,8674,Black or African American,Male
NT,2021-11-19,13:56:00,Camping - State Law,600 SABINE STREET,,IN,APD Do Not Use,5193,Black or African American,Male
NT,2021-12-23,9:45:00,Human Waste,West 4th Street And San Antonio Street,,TERM,APD Do Not Use,8110,Black or African American,Male
NT,2021-11-06,0:06:00,Public Intoxication,6th Street At Trinity Street,,TERM,APD Do Not Use,8888,Hispanic or Latino,Female
NT,2021-12-03,0:00:00,Public Intoxication,900 Block West 23rd Street,,IN,APD Do Not Use,8392,Black or African American,Male
NT,2022-01-31,16:20:00,Public Intoxication,East 2nd Street At Chalmers Avenue,,ACT,APD Do Not Use,9218,Hispanic or Latino,Male
NT,2021-11-19,13:53:00,Camping - State Law,600 Sabine Street,,TERM,APD Do Not Use,7408,Black or African American,Male
NT,2022-05-08,16:08:00,Public Intoxication,East 6th Street And Sabine Street,,IN,APD Do Not Use,7705,Black or African American,Male
NT,2022-03-11,23:59:00,Disorderly Conduct - Fighting,325 East 6th Street,,IN,APD Do Not Use,8289,Black or African American,Male
NT,2021-10-05,23:15:00,Gaming - Cards; Dice; Or Balls,400 Block East 6th Street,,TERM,APD Do Not Use,8674,Black or African American,Male
NT,2021-10-07,13:53:00,"Sitting, Lying Down, Sleeping Outdoors",600 BLOCK BRAZOS STREET,,IN,APD Do Not Use,5193,Black or African American,Male
NT,2021-12-16,23:14:00,Public Intoxication,2100 Nueces Street,,IN,APD Do Not Use,9252,,
NT,2022-04-30,1:08:00,Failure To Identify - Refuse,325 East 6th Street,,TERM,APD Do Not Use,8422,White,Female
NT,2022-08-27,17:28:00,Public Intoxication,200 Lavaca Street,,TERM,APD Do Not Use,7785,White,Male
NT,2021-11-06,0:45:00,Possession Of Drug Paraphernalia,600 Block Brazos Street,,IN,APD Do Not Use,4556,White,Female
NT,2021-10-31,2:09:00,Failure To Identify - Refuse,East 6th Street At Trinity Street,,IN,APD Do Not Use,8289,Hispanic or Latino,Male
NT,2022-07-01,21:56:00,Failure To Identify - Refuse,7th Street And Neches Street,,ACT,APD Do Not Use,9097,Black or African American,Male
NT,2022-07-21,10:42:00,Camping - State Law,6400 East William Cannon Dr,,ACT,APD Do Not Use,8290,White,Male
NT,2022-03-18,0:00:00,Public Intoxication,440 East 6th Street,,TERM,APD Do Not Use,7872,White,Male
NT,2022-03-06,2:44:00,Disorderly Conduct - Fighting,6th Street At Trinity Street,,TERM,APD Do Not Use,8103,Black or African American,Male
NT,2021-11-13,2:30:00,Public Intoxication,East 7th Street At Trinity Street,,IN,APD Do Not Use,8345,Hispanic or Latino,Male
NT,2021-12-04,10:15:00,Possession Of Drug Paraphernalia,500 BRAZOS STREET,,TERM,APD Do Not Use,7451,Hispanic or Latino,Male
NT,2022-01-14,0:00:00,Public Intoxication,522 Congress Avenue,,ACT,APD Do Not Use,7769,White,Male
NT,2022-04-14,10:30:00,Failure To Identify - Refuse,911 East Cesar Chavez Street,,IN,APD Do Not Use,7860,White,Male
NT,2022-04-18,0:00:00,Simple Assault By Threat-Non Family,70 Rainey Street,,IN,APD Do Not Use,7769,White,Male
NT,2021-12-09,9:28:00,Camping - State Law,100 East 10th Street,,IN,APD Do Not Use,5193,White,Male
NT,2022-05-12,2:20:00,Possession Of Drug Paraphernalia,415 East 7th Street,,TERM,APD Do Not Use,8674,White,Male
NT,2022-06-16,0:00:00,Public Intoxication,611 Neches Street,,ACT,APD Do Not Use,8378,White,Male
NT,2022-05-13,0:01:00,Public Intoxication,2718 Guadalupe Street,,IN,APD Do Not Use,9424,Black or African American,Male
NT,2021-10-19,17:30:00,Simple Assault By Contact,1500 Red River Street,,IN,APD Do Not Use,3900,Black or African American,Female
NT,2021-11-15,17:20:00,Misdemeanor Theft C - Less Than $100,901 East 5th Street (Target),,ACT,APD Do Not Use,9224,Hispanic or Latino,Female
NT,2021-11-19,9:08:00,"Sitting, Lying Down, Sleeping Outdoors",600 BLOCK BRAZOS STREET,,IN,APD Do Not Use,5193,Black or African American,Male
NT,2021-10-21,2:44:00,Gaming - Cards; Dice; Or Balls,400 Block East 6th Street South Alley,,IN,APD Do Not Use,8674,Black or African American,Male
NT,2022-01-29,0:00:00,Public Intoxication,500 Block East 7th Street,,IN,APD Do Not Use,7779,White,Male
NT,2022-06-07,21:48:00,Public Intoxication,West 3rd Street And Lavaca Street,,ACT,APD Do Not Use,7765,White,Male
NT,2022-08-28,1:59:00,Disorderly Conduct - Fighting,400 Block East 6th Street,,ACT,APD Do Not Use,8205,Hispanic or Latino,Male
NT,2022-02-05,0:00:00,Public Intoxication,400 Block East 6th Street,,IN,APD Do Not Use,7870,Hispanic or Latino,Male
NT,2021-11-24,0:00:00,Public Intoxication,East 7th Street At Chicon Street,,IN,APD Do Not Use,8893,Black or African American,Male
NT,2022-03-14,22:57:00,Public Intoxication,East 7th Street And Neches Street,,TERM,APD Do Not Use,7705,White,Male
NT,2022-08-05,23:44:00,Disregard Order Of A Police Officer,East 6th Street And Trinity Street,,TERM,APD Do Not Use,7796,Other,Male
NT,2022-06-11,0:19:00,Stereo Amplification - Vehicle,E 6TH STREET,,ACT,Other Agency,8888,White,Male
NT,2021-11-29,0:00:00,Public Intoxication,3111 East Cesar Chavez Street,,IN,APD Do Not Use,5914,Hispanic or Latino,Male
NT,2022-06-22,1:47:00,"Sitting, Lying Down, Sleeping Outdoors",100 Block East 10th Street,,TERM,APD Do Not Use,6136,White,Male
NT,2022-08-11,2:50:00,Gaming - Cards; Dice; Or Balls,500 Neches Street,,TERM,APD Do Not Use,8428,Black or African American,Male
NT,2022-08-29,3:45:00,Public Intoxication,12th Street At Red River Street,,ACT,APD Do Not Use,8888,White,Male
NT,2022-07-20,17:08:00,Simple Assault By Contact-Non Family,800 Block North Congress Avenue,,ACT,APD Do Not Use,8504,Black or African American,Female
NT,2022-03-15,10:17:00,"Sitting, Lying Down, Sleeping Outdoors",801 Congress Avenue,,TERM,APD Do Not Use,7408,White,Female
NT,2022-06-22,7:00:00,Simple Assault By Contact,99 Trinity Street,,ACT,APD Do Not Use,8289,Black or African American,Male
NT,2022-07-24,4:00:00,Public Intoxication,300 East 11th Street,,ACT,APD Do Not Use,6434,White,Male
NT,2021-11-15,17:20:00,Misdemeanor Theft C - Less Than $100,901 East 5th Street (Target),,ACT,APD Do Not Use,9224,Hispanic or Latino,Female
NT,2022-03-17,0:55:00,Public Intoxication,600 Block Neches Street,,TERM,APD Do Not Use,8549,White,Male
NT,2022-08-09,22:38:00,Public Intoxication,Rio Grande Street At West 14th Street,,ACT,APD Do Not Use,9115,White,Male
NT,2022-04-06,2:24:00,Public Intoxication,400 East 6th Street,,ACT,APD Do Not Use,7769,Hispanic or Latino,Male
NT,2022-06-17,4:14:00,Public Intoxication,800 Block Red River Street,,TERM,APD Do Not Use,9382,Black or African American,Male
NT,2022-07-23,4:24:00,Public Intoxication,North Ih35 At East 7th Street,,TERM,APD Do Not Use,8205,Hispanic or Latino,Male
NT,2021-10-11,4:40:00,"Possess, Consume, Sell Alcohol In Prohibited Park Area",422 Guadalupe Street,,IN,APD Do Not Use,3968,White,Female
NT,2021-10-04,0:00:00,Pedestrian In Roadway/City Ordinance,700 East 7th Street,,TERM,APD Do Not Use,7400,Black or African American,Male
NT,2021-11-27,0:30:00,Misrepresentation Of Age By Minor,E 6TH ST,,TERM,Other Agency,6687,Hispanic or Latino,Female
NT,2022-07-19,23:13:00,Gaming - Cards; Dice; Or Balls,400 Block East 6th Street South Alley,,ACT,APD Do Not Use,8674,Black or African American,Male
OR,2022-09-13,11:46:00,Camping in a Public Area,PACKSADDLE PASS,,TERM,,AP6645,WHITE,Female
NT,2022-09-13,13:19:00,Theft C - Less Than $100,500 CONGRESSIONAL,,ACT,Austin Police Department,6174,BLACK,Male
NT,2021-12-04,21:46:00,Public Intoxication,620 West 6th Street,,ACT,APD Do Not Use,7804,Hispanic or Latino,Male
NT,2022-02-18,10:30:00,Camping - State Law,100 West 2nd Street,,IN,APD Do Not Use,7408,Black or African American,Female
NT,2022-03-06,2:12:00,Disorderly Conduct - Fighting,400 Block East 6th Street,,ACT,APD Do Not Use,8345,White,Female
NT,2021-10-15,8:20:00,Possession Of Drug Paraphernalia,500 Block Trinity Street,,ACT,APD Do Not Use,3968,Black or African American,Male
NT,2021-12-19,22:43:00,Failure To Identify - Refuse,500 Block East 7th Street,,IN,APD Do Not Use,8354,White,Female
NT,2022-07-03,2:47:00,Public Intoxication,600 Block Neches Street,,TERM,APD Do Not Use,8103,Black or African American,Female
NT,2021-11-19,14:18:00,Littering,500 TRINITY STREET,,IN,APD Do Not Use,7408,Black or African American,Female
NT,2021-10-04,13:07:00,Consuming Alcohol In A Public Street,500 BLOCK BRAZOS STREET,,TERM,APD Do Not Use,5193,Black or African American,Male
NT,2022-04-16,1:33:00,Disorderly Conduct - Fighting,400 Block East 6th Street,,TERM,APD Do Not Use,7804,Black or African American,Male
NT,2022-08-07,19:22:00,Public Intoxication,East 7th Street At Trinity Street,,ACT,APD Do Not Use,7837,Hispanic or Latino,Male
NT,2021-10-21,2:44:00,Gaming - Cards; Dice; Or Balls,400 Block East 6th Street South Alley,,IN,APD Do Not Use,8674,Black or African American,Male
NT,2021-10-21,14:13:00,Gaming - Cards; Dice; Or Balls,,,TERM,APD Do Not Use,8674,Black or African American,Male
NT,2022-03-25,16:04:00,Human Waste,215 Lavaca Street,,IN,APD Do Not Use,7785,White,Male
NT,2022-05-11,0:00:00,Failure To Identify - Refuse,6th Street And Trinity Street,,IN,APD Do Not Use,7769,White,Male
NT,2022-06-14,0:00:00,Public Intoxication,603 Sabine Street,,ACT,APD Do Not Use,8893,White,Male
NT,2021-12-06,6:25:00,Possession Of Drug Paraphernalia,500 Block Brazos Street,,TERM,APD Do Not Use,3968,Hispanic or Latino,Female
NT,2022-02-11,19:00:00,Public Intoxication,823 Congress Avenue,,ACT,APD Do Not Use,8378,Black or African American,Male
NT,2021-12-13,5:30:00,Possession Of Drug Paraphernalia,200 East 6th Street,,IN,APD Do Not Use,3968,White,Male
NT,2022-04-10,1:33:00,Public Intoxication,408 East 6th Street,,IN,APD Do Not Use,8674,Black or African American,Male
NT,2022-05-15,23:23:00,Public Intoxication,5th Street And Guadalupe Street,,IN,APD Do Not Use,8929,White,Male
NT,2022-02-18,10:30:00,Camping - State Law,100 West 2nd Street,,TERM,APD Do Not Use,7408,White,Male
NT,2022-04-13,20:50:00,Public Intoxication,219 East 6th Street,,IN,APD Do Not Use,8201,Black or African American,Male
NT,2022-03-19,0:26:00,Public Intoxication,Trinity Street And East 6th Street,,IN,APD Do Not Use,8289,White,Male
NT,2022-08-08,1:02:00,Disregard Order Of A Police Officer,East 6th Street At Trinity Street,,ACT,APD Do Not Use,7796,Black or African American,Male
NT,2021-11-09,2:55:00,Failure To Identify - Refuse,500 Block Neches,,IN,APD Do Not Use,8674,Black or African American,Male
NT,2022-08-16,4:00:00,Misdemeanor Theft C - Less Than $100,700 Block Neches Street,,IN,APD Do Not Use,3968,Black or African American,Female
NT,2022-02-10,10:00:00,Disorderly Conduct-Indecent Exposure #,East 7th Street At Neches Street,,IN,APD Do Not Use,6136,Black or African American,Male
NT,2022-07-04,0:38:00,Public Intoxication,501 West 5th Street,,ACT,APD Do Not Use,7884,Hispanic or Latino,Male
NT,2022-05-15,1:40:00,Misrepresentation Of Age By Minor,309 East 6th Street,,TERM,APD Do Not Use,8428,White,Female
TR,2022-04-18,0:46:00,Pedestrian Crossing Midblock,400 Block East 6th Street,,TERM,APD Do Not Use,8205,White,Female
NT,2022-09-03,21:03:00,Simple Assault By Contact-Family,EAST 2ND STREET,,TERM,Austin Police Department,7785,White,Male
NT,2022-09-05,2:08:00,Disorderly Conduct - Fighting,400 BLOCK EAST 6TH STREET,,IN,Austin Police Department,8428,Black,Female
NT,2022-09-05,2:08:00,Disorderly Conduct - Fighting,400 BLOCK EAST 6TH STREET,,ACT,Austin Police Department,8428,Black,Female
NT,2022-08-20,2:32:00,Disregard Order Of A Police Officer,600 BLOCK TRINITY STREET,,ACT,Austin Police Department,8345,White,Male
NT,2022-08-21,3:06:00,Public Intoxication,EAST 7TH STREET,,ACT,Austin Police Department,8345,Black,Male
NT,2022-09-21,15:17:00,Public Intoxication,WEST 11TH STREET AND LAVACA STREET,,ACT,Austin Police Department,7837,White,Female
NT,2022-09-17,2:00:00,Public Intoxication,408 EAST 6TH STREET,,TERM,Austin Police Department,8428,Black,Male
NT,2022-09-12,2:50:00,Failure To Identify - Refuse,515 CONGRESS AVENUE,,ACT,Austin Police Department,8345,White,Male
NT,2022-09-17,21:28:00,Public Intoxication,606 EAST 7TH STREET,,TERM,Austin Police Department,7705,White,Male
NT,2022-09-18,22:44:00,Public Intoxication,400 EAST 6TH STREET,,TERM,Austin Police Department,8888,White,Female
OR,2022-09-18,19:27:00,Manifesting - Drugs,7TH STREET AT NECHES STREET,,TERM,Austin Police Department,9098,Black,Male
NT,2022-09-07,22:45:00,Public Intoxication,1319 MC KIE DRIVE,,ACT,Austin Police Department,9449,White,Male
OR,2022-09-23,19:10:00,Manifesting - Drugs,400 BLOCK EAST 6TH STREET,,TERM,Austin Police Department,9097,Black,Male
TR,2022-09-20,2:07:00,Pedestrian In Roadway/City Ordinance,1300 BLOCK TRINITY STREET,,TERM,Austin Police Department,6796,White,Female
TR,2022-07-18,18:37:00,Pedestrian Walking Against Light,600 BLOCK CONGRESS AVENUE,,IN,Austin Police Department,8201,Black,Male
NT,2022-07-15,12:23:00,Disorderly Conduct-Indecent Exposure #,710 WEST CESAR CHAVEZ STREET,,IN,Austin Police Department,6774,Black,Male
TR,2022-07-16,2:06:00,Disorderly Conduct - Fighting,400 BLOCK EAST 6TH STREET,,ACT,Austin Police Department,9254,White,Male
TR,2022-07-16,2:30:00,Pedestrian On Roadway,400 EAST 6TH STREET,,TERM,Austin Police Department,7796,White,Female
NT,2022-03-15,9:27:00,Littering,500 West 3rd Street,,TERM,APD Do Not Use,7408,White,Male
NT,2022-02-07,13:20:00,Possession Of Drug Paraphernalia,600 Block Brazos Street,,IN,APD Do Not Use,4556,Black or African American,Male
NT,2022-07-09,17:42:00,Public Intoxication,77 Rainey Street,,TERM,APD Do Not Use,8214,Black or African American,Male
NT,2022-04-16,18:38:00,Public Intoxication,213 West 5th Street,,TERM,APD Do Not Use,7837,Black or African American,Male
NT,2022-04-30,0:46:00,Public Intoxication,,,ACT,APD Do Not Use,8126,Hispanic or Latino,Male
NT,2022-07-27,21:47:00,Manifesting - Drugs,400 East 6th Street - South Alley,,ACT,APD Do Not Use,7804,White,Female
NT,2021-12-24,0:32:00,Public Intoxication,500 Block Trinity Street,,TERM,APD Do Not Use,8674,Black,Male
NT,2021-11-07,1:20:00,Disregard Order Of A Police Officer,400 Block East 6th Street,,IN,APD Do Not Use,8888,Hispanic or Latino,Male
NT,2022-03-12,2:20:00,Disorderly Conduct - Fighting,600 Block Trinity Street,,IN,APD Do Not Use,7804,Hispanic or Latino,Male
NT,2022-07-29,1:25:00,Disorderly Conduct - Fighting,400 Block East 6th Street,,TERM,APD Do Not Use,8428,White,Female
NT,2021-12-09,9:28:00,Smoking Ord - With In 15 Ft Of Pub Entrance,100 East 10th Street,,IN,APD Do Not Use,5193,White,Male
NT,2021-10-18,12:11:00,Public Intoxication,900 Block West 6th Street,,IN,APD Do Not Use,8110,White,Male
NT,2022-08-13,7:45:00,Possession Of Drug Paraphernalia,500 Block Brazos Street,,TERM,APD Do Not Use,3968,White,Female
NT,2021-10-09,0:52:00,Human Waste,E 6th Street And San Jacinto Boulevard,,IN,APD Do Not Use,7796,Hispanic or Latino,Male
NT,2021-11-13,22:15:00,Gaming - Cards; Dice; Or Balls,500 Neches Street,,TERM,APD Do Not Use,8674,Black or African American,Male
NT,2022-03-15,9:30:00,Camping - State Law,500 Block 3rd Street,,IN,APD Do Not Use,5193,Black or African American,Female
NT,2022-04-23,2:00:00,Disorderly Conduct - Fighting,400 Block East 6th Street,,TERM,APD Do Not Use,8345,Hispanic or Latino,Female
NT,2022-03-21,1:51:00,Simple Assault By Contact,409 East 6th Street,,IN,APD Do Not Use,8205,Black or African American,Male
NT,2021-11-02,17:21:00,Disorderly Conduct - Fighting,600 Block Trinity Street South Alley,,IN,APD Do Not Use,7804,Black or African American,Male
NT,2021-12-09,10:26:00,"Sitting, Lying Down, Sleeping Outdoors",600 Block Brazos Street,,IN,APD Do Not Use,5193,Black or African American,Male
NT,2022-06-22,11:00:00,Camping in a Public Area,LAKESHORE,,TERM,Other Agency,6645,Hispanic or Latino,Male
NT,2022-02-17,10:09:00,Camping - State Law,800 North Pleasant Valley Road,,IN,APD Do Not Use,7080,,
NT,2021-10-11,8:15:00,Possession Of Drug Paraphernalia,600 BLOCK SABINE STREET,,IN,APD Do Not Use,3968,Black or African American,Male
NT,2022-02-20,2:03:00,Disorderly Conduct - Fighting,400 Block East 6th Street,,IN,APD Do Not Use,8205,Black or African American,Male
NT,2022-04-02,23:45:00,Public Intoxication,2500 Block Guadalupe Street,,IN,APD Do Not Use,9374,,Male
NT,2022-01-04,0:00:00,Public Intoxication,611 Red River Street,,TERM,APD Do Not Use,8888,White,Male
NT,2022-04-16,2:52:00,Public Intoxication,510 West 10th Street,,IN,APD Do Not Use,9238,White,Male
NT,2022-05-30,2:42:00,Disorderly Conduct - Fighting,7th Street At Sabine Street,,TERM,APD Do Not Use,8888,,
NT,2022-08-14,5:13:00,Disorderly Conduct - Fighting,E 7TH ST,,IN,Other Agency,8354,Black or African American,Female
TR,2022-02-14,22:07:00,Pedestrian Walking Against Light,East 6th Street And Trinity Street,,TERM,APD Do Not Use,7804,White,Male
NT,2022-03-04,11:28:00,"Sitting, Lying Down, Sleeping Outdoors",607 Congress Avenue,,TERM,APD Do Not Use,7408,White,Female
NT,2021-10-25,2:00:00,Disorderly Conduct - Fighting,EAST 6TH STREET AND TRINITY STREET,,IN,APD Do Not Use,8674,White,Male
