Offense Case Type,Offense Date,Offense Time,Charges Description,Offense Street Name,Offense Cross Street,Case Closed,Agency,Officer Code,RACE,Defendant Gender
TR,2018-10-03,13:35:00,Pedestrian Crossing Midblock,500 Block Neches Street,,TERM,APD Do Not Use,7857,Black or African American,Male
NT,2018-10-03,13:56:00,Consuming Alcohol In A Public Street,CONGRESS AVE,,ACT,APD Do Not Use,7625,White,Male
NT,2018-10-03,19:27:00,Pedestrian In Roadway/City Ordinance,E.7 TH ST,,TERM,Other Agency,7422,Black or African American,Male
NT,2018-10-03,19:30:00,Pedestrian Crossing Highway,E 7TH STREET,,IN,APD Do Not Use,7400,White,Male
NT,2018-10-03,19:47:00,Consuming Alcohol In A Public Street,E.7 TH ST,,IN,APD Do Not Use,7422,Black or African American,Male
NT,2018-10-03,23:30:00,Possession Of Drug Paraphernalia,500 Block East 7th Street,,TERM,APD Do Not Use,7887,Black or African American,Male
NT,2018-10-03,23:54:00,Possession Of Drug Paraphernalia,500 Block East 7th Street,,ACT,APD Do Not Use,7884,Black or African American,Male
NT,2018-10-04,9:47:00,Public Intoxication,East 7th Street And,Neches Street,IN,APD Do Not Use,7433,Black or African American,Male
NT,2018-10-04,10:34:00,Solicit By Person From Street - Sidewalk,East 7th Street And Ih 35,,ACT,APD Do Not Use,7785,White,Male
TR,2018-10-04,10:46:00,Pedestrian Crossing Midblock,600 Block North Ih 35,,TERM,APD Do Not Use,7430,White,Male
NT,2018-10-04,10:46:00,Possession Of Drug Paraphernalia,600 Block North Ih 35,,ACT,APD Do Not Use,7430,White,Male
TR,2018-10-04,11:34:00,Pedestrian Walking Against Light,East 7th Street And Neches Street,,IN,APD Do Not Use,7785,Black or African American,Male
TR,2018-10-04,11:55:00,Pedestrian Crossing Midblock,500 Block East 7th Street,,TERM,APD Do Not Use,7785,White,Male
NT,2018-10-04,14:05:00,Solicit By Person From Street - Sidewalk,East 8th Street And Ih 35,,ACT,APD Do Not Use,7785,White,Male
NT,2018-10-04,14:09:00,Pedestrian In Roadway/City Ordinance,90 Block Ih 35,,ACT,APD Do Not Use,7857,Hispanic or Latino,Male
TR,2018-10-04,14:24:00,Pedestrian Crossing Midblock,500 Block East 7th Street,,IN,APD Do Not Use,7430,Black or African American,Female
NT,2018-10-04,15:15:00,Possession Of Drug Paraphernalia,600 Block Red River Street,,TERM,APD Do Not Use,7765,White,Male
NT,2018-10-04,15:30:00,Solicit By Person From Street - Sidewalk,East Cesar Chavez Street And Ih 35,,TERM,APD Do Not Use,7785,Black or African American,Male
NT,2018-10-04,16:00:00,Possession Of Drug Paraphernalia,Ih 35 And East 7th Street,,IN,APD Do Not Use,7785,Hispanic or Latino,Male
NT,2018-10-04,16:15:00,Pedestrian In Roadway/City Ordinance,East 7th Street And Ih 35,,ACT,APD Do Not Use,7857,Hispanic or Latino,Male
NT,2018-10-04,17:30:00,Possession Of Drug Paraphernalia,7th Street And Red River Street,,ACT,APD Do Not Use,7775,White,Male
TR,2018-10-04,17:30:00,Pedestrian Walking Against Light,7th Street And Red River Street,,ACT,APD Do Not Use,7775,White,Male
NT,2018-10-05,1:45:00,Public Intoxication,300 Block East 6th Street,,IN,APD Do Not Use,7885,White,Male
NT,2018-10-05,8:50:00,Possession Of Drug Paraphernalia,700 Block Neches Street,,IN,APD Do Not Use,3968,Hispanic or Latino,Male
NT,2018-10-06,8:15:00,Possession Of Drug Paraphernalia,408 Congress Avenue,,TERM,APD Do Not Use,7785,White,Male
TR,2018-10-06,8:34:00,Pedestrian Crossing Midblock,400 Block Congress Avenue,,IN,APD Do Not Use,7785,Black or African American,Female
NT,2018-10-07,8:00:00,Possession Of Drug Paraphernalia,600 Block Neches Street,,IN,APD Do Not Use,3968,Black or African American,Male
NT,2018-10-07,23:35:00,Public Intoxication,2000 Block Guadalupe Street,,IN,APD Do Not Use,8382,White,Male
NT,2018-10-08,8:10:00,Possession Of Drug Paraphernalia,500 Block East 7th Street,,ACT,APD Do Not Use,7202,Black or African American,Male
NT,2018-10-09,11:01:00,Manifesting - Drugs,500 Block East 7th Street,,IN,APD Do Not Use,7785,Black or African American,Male
NT,2018-10-09,11:01:00,Possession Of Drug Paraphernalia,500 Block East 7th Street,,IN,APD Do Not Use,7785,Black or African American,Male
NT,2018-10-09,22:41:00,Consuming Alcohol In A Public Street,500 Block East 7th Street,,IN,APD Do Not Use,7597,Black or African American,Male
TR,2018-10-10,9:30:00,Pedestrian Crossing Midblock,700 Block Neches Street,,TERM,APD Do Not Use,7430,Hispanic or Latino,Male
NT,2018-10-10,12:15:00,Manifesting - Drugs,600 Block Neches Street,,TERM,APD Do Not Use,3454,Hispanic or Latino,Male
NT,2018-10-10,12:15:00,Possession Of Drug Paraphernalia,600 Block Neches Street,,TERM,APD Do Not Use,3454,Hispanic or Latino,Male
TR,2018-10-10,12:35:00,Pedestrian Walking Against Light,East 7th Street Ad Neches Street,,TERM,APD Do Not Use,7785,Black or African American,Female
NT,2018-10-10,21:56:00,Sitting Or Lying Down On A Public Sidewalk Or Sleeping Outdoors,East 7th Street And Neches Street,,TERM,APD Do Not Use,7845,Black or African American,Female
NT,2018-10-10,23:00:00,Consuming Alcohol In A Public Street,500 Block East 7th Street,,ACT,APD Do Not Use,7887,Black or African American,Male
NT,2018-10-10,23:13:00,Possession Of Drug Paraphernalia,500 East 7th Street,,ACT,APD Do Not Use,7844,Black or African American,Male
NT,2018-10-10,23:22:00,Possession Of Drug Paraphernalia,700 Block Neches Street,,IN,APD Do Not Use,7597,Black or African American,Female
NT,2018-10-10,23:32:00,Possession Of Drug Paraphernalia,500 East 7th Street,,IN,APD Do Not Use,7611,Black or African American,Male
NT,2018-10-11,2:45:00,Possession Of Drug Paraphernalia,300 Block East 7th Street,,TERM,APD Do Not Use,7844,Black or African American,Male
NT,2018-10-12,0:00:00,Public Intoxication,1621 East 6th Street,,IN,APD Do Not Use,6290,White,Male
NT,2018-10-12,19:00:00,Littering,500 Block East 7th Street,,TERM,APD Do Not Use,7796,Black or African American,Male
NT,2018-10-12,23:45:00,Public Intoxication,400 Block East 6th Street,,TERM,APD Do Not Use,7804,White,Male
NT,2018-10-14,8:15:00,Consuming Alcohol In A Public Street,700 Block Neches Street,,IN,APD Do Not Use,3968,White,Male
NT,2018-10-15,14:03:00,Pedestrian In Roadway/City Ordinance,600 Block North Ih 35,,TERM,APD Do Not Use,6966,Hispanic or Latino,Male
TR,2018-10-15,14:19:00,Pedestrian Walking Against Light,7th Street And North Ih 35,,IN,APD Do Not Use,7430,Black or African American,Male
NT,2018-10-15,14:35:00,Pedestrian In Roadway/City Ordinance,600 Block North Ih 35,,ACT,APD Do Not Use,6966,Hispanic or Latino,Male
NT,2018-10-15,15:40:00,Camping In A Public Place,522 East 6th Street,,TERM,APD Do Not Use,7042,White,Female
NT,2018-10-15,16:00:00,Possession Of Drug Paraphernalia,500 Block Trinity Street,,ACT,APD Do Not Use,7870,Black or African American,Male
NT,2018-10-17,9:50:00,Disorderly Conduct - Fighting,Neches Street,East 7th Street,TERM,APD Do Not Use,3968,Black or African American,Male
NT,2018-10-17,19:51:00,Failure To Identify - Refuse,Brushy Street,6th Street,TERM,APD Do Not Use,8747,White,Male
NT,2018-10-18,0:00:00,Disregard Order Of A Police Officer,East 7th Street At San Jacinto Boulevard,,ACT,APD Do Not Use,7804,Black or African American,Male
TR,2018-10-18,8:15:00,Pedestrian Crossing Midblock,800 Block East 6th Street,,IN,APD Do Not Use,7430,White,Male
NT,2018-10-18,9:15:00,Camping In A Public Place,500 Block Trinity Street,,IN,APD Do Not Use,7870,White,Male
NT,2018-10-18,9:15:00,Sitting Or Lying Down On A Public Sidewalk Or Sleeping Outdoors,500 Block Trinity Street,,IN,APD Do Not Use,7870,White,Male
NT,2018-10-18,9:18:00,Sitting Or Lying Down On A Public Sidewalk Or Sleeping Outdoors,East 6th Street And Trinity Street,,ACT,APD Do Not Use,7857,White,Male
NT,2018-10-18,9:32:00,Sitting Or Lying Down On A Public Sidewalk Or Sleeping Outdoors,600 Block Trinity Street,,TERM,APD Do Not Use,7870,Hispanic or Latino,Male
NT,2018-10-18,9:32:00,Consuming Alcohol Within 1000 Feet Of A School,600 Block Trinity Street,,TERM,APD Do Not Use,7870,Hispanic or Latino,Male
NT,2018-10-18,9:40:00,Pedestrian In Roadway/City Ordinance,900 Block East 6th Street,,ACT,APD Do Not Use,7042,White,Male
NT,2018-10-18,9:45:00,Human Waste,East 6th Street And North Ih 35,,TERM,APD Do Not Use,7857,Black or African American,Male
NT,2018-10-19,0:00:00,Public Intoxication,500 Block San Jacinto Boulevard,,IN,APD Do Not Use,7759,White,Male
NT,2018-10-20,0:00:00,Public Intoxication,101 Red River Street,,TERM,APD Do Not Use,6290,White,Male
NT,2018-10-20,0:00:00,Public Intoxication,600 Block Of East 5th Street,,IN,APD Do Not Use,2641,Hispanic or Latino,Male
NT,2018-10-23,0:00:00,Possession Of Drug Paraphernalia,1600 Block East 2nd Street,,TERM,APD Do Not Use,7544,White,Male
NT,2018-10-24,0:18:00,Simple Assault By Contact,EAST 6TH STREET,TRINITY STREET,IN,APD Do Not Use,7884,Black or African American,Male
NT,2018-10-25,19:34:00,Possession Of Drug Paraphernalia,115 SANDRA MURAIDA WAY,,IN,APD Do Not Use,7245,White,Male
NT,2018-10-26,8:00:00,Possession Of Drug Paraphernalia,700 Block Red River Street,,ACT,APD Do Not Use,3968,Hispanic or Latino,Female
NT,2018-10-27,0:16:00,Disorderly Conduct-Indecent Exposure #,400 Block East 7th Street,,IN,APD Do Not Use,7408,Black or African American,Female
NT,2018-10-27,20:30:00,Sitting Or Lying Down On A Public Sidewalk Or Sleeping Outdoors,400 Block East 6th Street,,IN,APD Do Not Use,6757,White,Male
NT,2018-10-28,1:14:00,Public Intoxication,Red River And,7th Street,IN,APD Do Not Use,8584,Hispanic or Latino,Male
NT,2018-10-28,22:37:00,Disorderly Conduct-Indecent Exposure #,300 Block East 6th Street,,ACT,APD Do Not Use,7804,White,Female
NT,2018-10-28,22:44:00,Public Intoxication,114 West 7th Street,,TERM,APD Do Not Use,7245,Hispanic or Latino,Male
NT,2018-10-29,15:25:00,Sitting Or Lying Down On A Public Sidewalk Or Sleeping Outdoors,800 Block Congress Avenue,,ACT,APD Do Not Use,6971,White,Male
NT,2018-10-30,10:05:00,Camping In A Public Place,700 Block Neches Street,,IN,APD Do Not Use,5193,Black or African American,Male
NT,2018-10-30,10:11:00,Camping In A Public Place,700 Block Neches Street,,IN,APD Do Not Use,5193,Black or African American,Female
NT,2018-10-30,10:16:00,Camping In A Public Place,700 Block Neches Street,,TERM,APD Do Not Use,5193,White,Male
NT,2018-11-01,0:00:00,Public Intoxication,600 Block East 7th Street,,IN,APD Do Not Use,7699,White,Male
NT,2018-11-02,0:00:00,Disorderly Conduct-Indecent Exposure #,1645 East 6th Street,,IN,APD Do Not Use,7872,Black or African American,Male
NT,2018-11-02,4:40:00,Statute Not Found,700 Block Eat 8th Street,,TERM,APD Do Not Use,6652,Black or African American,Male
NT,2018-11-02,4:40:00,Park Curfew Violation,800 Block Red River,,IN,APD Do Not Use,4674,Black or African American,Male
NT,2018-11-02,4:45:00,Statute Not Found,800 Block Red River Street,,TERM,APD Do Not Use,6481,Hispanic or Latino,Female
NT,2018-11-02,13:12:00,Manifesting - Drugs,RED RIVER ST,,IN,APD Do Not Use,7625,White,Female
NT,2018-11-02,13:12:00,Possession Of Drug Paraphernalia,RED RIVER ST,,IN,APD Do Not Use,7625,White,Female
NT,2018-11-03,1:32:00,Disregard Order Of A Police Officer,601 North Ih 35 Service Road,,TERM,APD Do Not Use,7348,White,Male
NT,2018-11-03,6:00:00,Human Waste,500 Block Brazos Street,,TERM,APD Do Not Use,5159,White,Male
NT,2018-11-05,0:00:00,Disorderly Conduct-Indecent Exposure #,900 Block West 5th Street,,IN,APD Do Not Use,7872,Black or African American,Male
NT,2018-11-05,1:00:00,Disorderly Conduct - Fighting,East 6th Street And Neches Street,,IN,APD Do Not Use,7884,Hispanic or Latino,Male
NT,2018-11-05,8:50:00,Public Intoxication,3rd Street And,Congress Avenue,TERM,APD Do Not Use,7345,White,Male
NT,2018-11-05,13:50:00,Possession Of Drug Paraphernalia,400 West 18th Street,,TERM,APD Do Not Use,8339,White,Male
NT,2018-11-08,0:15:00,Possession Of Drug Paraphernalia,700 Block Neches Street,,TERM,APD Do Not Use,7293,Black or African American,Male
NT,2018-11-08,0:15:00,Pedestrian In Roadway/City Ordinance,700 Block Neches Street,,TERM,APD Do Not Use,7293,Black or African American,Male
TR,2018-11-08,13:29:00,Pedestrian On Roadway,700 Block Neches Street,,IN,APD Do Not Use,5193,White,Female
NT,2018-11-09,15:56:00,Consuming Alcohol In A Public Street,500 Block East 7th Street,,TERM,APD Do Not Use,7345,Black or African American,Male
NT,2018-11-10,20:20:00,Public Intoxication,500 Block East 7th Street,,TERM,APD Do Not Use,7845,Hispanic or Latino,Male
NT,2018-11-11,1:15:00,Disorderly Conduct - Fighting,400 Block East 6th Street,,TERM,APD Do Not Use,7445,White,Male
NT,2018-11-14,22:33:00,Public Intoxication,806 West 11th Street,,ACT,APD Do Not Use,7796,White,Male
NT,2018-11-15,0:00:00,Public Intoxication,1200 Block Sabine Street,,ACT,APD Do Not Use,7638,White,Male
NT,2018-11-16,2:25:00,Public Intoxication,East 5th Street And,San Jacinto,IN,APD Do Not Use,7796,White,Male
NT,2018-11-16,12:00:00,Disorderly Conduct - Fighting,717 Red River Street,,TERM,APD Do Not Use,7611,Black or African American,Male
NT,2018-11-18,18:30:00,Theft Of Service,121 West 8th Street,,TERM,APD Do Not Use,7699,Hispanic or Latino,Male
NT,2018-11-18,18:30:00,Possession Of Drug Paraphernalia,Congress Avenue,8th Street,TERM,APD Do Not Use,7699,Hispanic or Latino,Male
NT,2018-11-18,18:30:00,Public Intoxication,Congress Avenue,8th Street,TERM,APD Do Not Use,7699,Hispanic or Latino,Male
NT,2018-11-19,0:00:00,Public Intoxication,500 Block Congress Avenue,,ACT,APD Do Not Use,7240,Hispanic or Latino,Male
NT,2018-11-19,1:38:00,Public Intoxication,West 5th Street And,Bowie Street,ACT,APD Do Not Use,7699,Hispanic or Latino,Male
NT,2018-11-19,2:20:00,Public Intoxication,2100 Block Guadalupe Street,,TERM,APD Do Not Use,8504,White,Male
NT,2018-11-20,19:57:00,Disorderly Conduct - Fighting,E 6TH ST,,IN,APD Do Not Use,7849,Hispanic or Latino,Male
TR,2018-11-21,22:30:00,Pedestrian Crossing Midblock,500 Block East 7th Street,,IN,APD Do Not Use,7948,White,Male
NT,2018-11-22,19:35:00,Possession Of Drug Paraphernalia,101 Red River Street,,TERM,APD Do Not Use,7804,White,Male
NT,2018-11-23,0:00:00,Disregard Order Of A Police Officer,East 7th Street,Neches Street,TERM,APD Do Not Use,7796,Black or African American,Male
NT,2018-11-23,5:53:00,Pedestrian In Roadway/City Ordinance,2000 Block Guadalupe Street,,ACT,APD Do Not Use,8416,White,Male
NT,2018-11-24,0:56:00,Human Waste,6th Street,Trinity Street,IN,APD Do Not Use,7844,Black or African American,Male
NT,2018-11-26,3:05:00,Public Intoxication,60 Rainey Street,,TERM,APD Do Not Use,7945,Hispanic or Latino,Female
NT,2018-11-27,19:55:00,Sitting Or Lying Down On A Public Sidewalk Or Sleeping Outdoors,700 RED RIVER ST,,IN,APD Do Not Use,7883,White,Male
NT,2018-11-27,23:59:00,Consuming Alcohol In A Public Street,700 Block Red River Street,500 Block East 8th Street,TERM,APD Do Not Use,7597,Black or African American,Male
NT,2018-11-27,23:59:00,Consuming Alcohol In A Public Street,700 Block Red River Street,500 Block East 8th Street,IN,APD Do Not Use,7597,Black or African American,Female
NT,2018-11-28,21:57:00,Gaming - Cards; Dice; Or Balls,E 7TH ST,RED RIVER ST,ACT,APD Do Not Use,7597,Black or African American,Male
NT,2018-11-29,0:30:00,Gaming - Cards; Dice; Or Balls,500 Block East 7th Street,,ACT,APD Do Not Use,7597,Black or African American,Male
NT,2018-11-29,0:30:00,Gaming - Cards; Dice; Or Balls,500 Block East 7th Street,,TERM,APD Do Not Use,7597,Black or African American,Male
NT,2018-11-29,0:38:00,Gaming - Cards; Dice; Or Balls,E 7TH,,TERM,APD Do Not Use,7946,Black or African American,Male
TR,2018-11-30,7:20:00,Pedestrian Walking Against Light,Trinity Street And East 6th Street,,IN,APD Do Not Use,5930,White,Male
NT,2018-11-30,17:00:00,Theft Of Service,1701 East Cesar Chavez Street,,TERM,APD Do Not Use,8403,White,Male
NT,2018-12-01,0:00:00,Public Intoxication,200 Block East 6th Street,,TERM,APD Do Not Use,7796,White,Male
NT,2018-12-02,2:20:00,Disorderly Conduct - Fighting,400 Block East 6th Street,,IN,APD Do Not Use,5906,Black or African American,Male
NT,2018-12-02,2:20:00,Disorderly Conduct - Fighting,400 Block East 6th Street,,ACT,APD Do Not Use,5906,Black or African American,Male
NT,2018-12-04,22:55:00,Public Intoxication,400 Block West 15th Street,,TERM,APD Do Not Use,8674,White,Male
NT,2018-12-04,22:55:00,Public Intoxication,400 Block West 15th Street,,ACT,APD Do Not Use,8674,White,Male
NT,2018-12-08,0:00:00,Public Intoxication,Trinity Street And,6th Street,TERM,APD Do Not Use,7946,White,Female
NT,2018-12-09,0:00:00,Failure To Identify - Refuse,711 1/2 Red River Street,,IN,APD Do Not Use,7857,Hispanic or Latino,Male
NT,2018-12-09,0:00:00,Public Intoxication,711 1/2 Red River Street,,IN,APD Do Not Use,7857,Hispanic or Latino,Male
NT,2018-12-09,0:41:00,Public Intoxication,East 6th Street,Trinity Street,IN,APD Do Not Use,7837,Hispanic or Latino,Male
NT,2018-12-09,1:00:00,Public Intoxication,400 Block East 6th Street,,IN,APD Do Not Use,7042,Hispanic or Latino,Male
TR,2018-12-10,0:35:00,Pedestrian Walking Against Light,East 7th Street And Neches Street,,IN,APD Do Not Use,7849,White,Male
NT,2018-12-11,22:30:00,Manifesting - Drugs,400 Block East 6th Street,,ACT,APD Do Not Use,8268,Black or African American,Male
NT,2018-12-11,23:00:00,Public Intoxication,1213 Sabine Street,,TERM,APD Do Not Use,8674,White,Male
NT,2018-12-11,23:39:00,Possession Of Drug Paraphernalia,500 Block East 7th Street,,TERM,APD Do Not Use,7597,White,Female
NT,2018-12-11,23:39:00,Consuming Alcohol In A Public Street,500 Block East 7th Street,,TERM,APD Do Not Use,7597,White,Female
NT,2018-12-12,0:00:00,Public Intoxication,2700 Block San Pedro Street,,TERM,APD Do Not Use,6656,White,Female
TR,2018-12-12,18:22:00,Pedestrian Walking Against Light,W 6TH,,IN,APD Do Not Use,6127,Black or African American,Male
NT,2018-12-13,9:00:00,Possession Of Drug Paraphernalia,600 Block Sabine Street,,TERM,APD Do Not Use,5930,White,Male
NT,2018-12-13,22:45:00,Human Waste,600 Block San Jacinto Boulevard,,ACT,APD Do Not Use,7804,White,Male
NT,2018-12-15,0:00:00,Public Intoxication,300 Block East 6th Street,,ACT,APD Do Not Use,7835,Hispanic or Latino,Male
NT,2018-12-17,1:24:00,Disorderly Conduct - Fighting,6th Street,Trinity Street,ACT,APD Do Not Use,5906,Hispanic or Latino,Male
NT,2018-12-17,11:41:00,Manifesting - Drugs,500 Block East 7th Street,,TERM,APD Do Not Use,7433,Black or African American,Male
TR,2018-12-17,17:34:00,Pedestrian On Roadway-Walking,7200 MANOR RD,ED BLUEATEIN BLVD,TERM,APD Do Not Use,8069,White,Male
NT,2018-12-17,19:00:00,Public Intoxication,504 West 24th Street,,TERM,APD Do Not Use,8432,White,Male
TR,2018-12-18,11:19:00,Pedestrian Crossing Midblock,RED RIVWR,,IN,APD Do Not Use,7492,Black or African American,Male
NT,2018-12-18,22:03:00,Possession Of Drug Paraphernalia,800 Block Trinity Street,,IN,APD Do Not Use,7804,White,Male
NT,2018-12-19,3:03:00,Misdemeanor Theft C - Less Than $100,101 Red River Street,,TERM,APD Do Not Use,7884,White,Female
NT,2018-12-20,2:02:00,Theft Of Service,E 6TH ST,,IN,APD Do Not Use,8140,Hispanic or Latino,Male
NT,2018-12-20,2:15:00,Public Intoxication,400 Block East 6th Street,,TERM,APD Do Not Use,8140,White,Male
NT,2018-12-22,0:00:00,Public Intoxication,400 Block East 6th Street,,IN,APD Do Not Use,3750,Hispanic or Latino,Male
NT,2018-12-22,17:29:00,Public Intoxication,300 Block East 4th Street,,TERM,APD Do Not Use,7694,Hispanic or Latino,Male
NT,2018-12-23,22:50:00,Possession Of Drug Paraphernalia,500 Block East 7th Street,,TERM,APD Do Not Use,7775,Black or African American,Male
NT,2018-12-23,22:50:00,Possession Of Drug Paraphernalia,500 Block East 7th Street,,IN,APD Do Not Use,7775,Hispanic or Latino,Male
NT,2018-12-26,20:00:00,Theft Of Service,W 4TH,,IN,Other Agency,7245,White,Male
NT,2018-12-28,22:20:00,Consuming Alcohol In A Public Street,600 Block Neches Street,,IN,APD Do Not Use,7785,Black or African American,Male
NT,2018-12-28,23:20:00,Consuming Alcohol In A Public Street,300 Block East 6th Street,,IN,APD Do Not Use,5159,Unknown,Male
NT,2018-12-29,15:35:00,Sitting Or Lying Down On A Public Sidewalk Or Sleeping Outdoors,500 Block East 7th Street,,TERM,APD Do Not Use,7786,Hispanic or Latino,Male
NT,2018-12-29,16:29:00,Camping In A Public Place,700 Block Neches Street,,IN,APD Do Not Use,7835,Hispanic or Latino,Female
NT,2018-12-29,16:51:00,Sitting Or Lying Down On A Public Sidewalk Or Sleeping Outdoors,500 Block East 7th Street,,IN,APD Do Not Use,7835,Black or African American,Male
NT,2018-12-29,16:57:00,Human Waste,500 Block East 7th Street,,TERMA,APD Do Not Use,7835,Black or African American,Male
NT,2018-12-29,17:00:00,Sitting Or Lying Down On A Public Sidewalk Or Sleeping Outdoors,500 Block East 7th Street,,TERM,APD Do Not Use,8066,Hispanic or Latino,Male
NT,2018-12-29,22:30:00,Public Intoxication,511 East 7th Street,,TERM,APD Do Not Use,7759,White,Male
NT,2018-12-30,21:41:00,Public Intoxication,604 Brazos Street,,TERM,APD Do Not Use,7804,Hispanic or Latino,Male
NT,2018-12-31,12:20:00,Sitting Or Lying Down On A Public Sidewalk Or Sleeping Outdoors,500 Block Trinity Street,,TERM,APD Do Not Use,4973,Black or African American,Male
NT,2019-01-01,1:51:00,Public Intoxication,200 Block Lavaca Street,,TERM,APD Do Not Use,6331,White,Male
NT,2019-01-01,19:08:00,Public Intoxication,East 8th Street And,Trinity Street,TERM,APD Do Not Use,7245,Hispanic or Latino,Male
NT,2019-01-01,20:42:00,Public Intoxication,700 Block San Jacinto Boulevard,,TERM,APD Do Not Use,7837,White,Male
NT,2019-01-02,17:07:00,Possession Of Drug Paraphernalia,500 Block East 7th Street,,IN,APD Do Not Use,7796,Black or African American,Male
NT,2019-01-02,21:18:00,Pedestrian In Roadway/City Ordinance,N IH 35 SB,N IH 35 SB TO 8TH RAMP,IN,APD Do Not Use,7795,White,Male
NT,2019-01-03,23:35:00,Possession Of Drug Paraphernalia,E 6TH ST,,TERM,APD Do Not Use,8140,White,Female
NT,2019-01-04,0:00:00,Public Intoxication,300 Block East 6th Street,,IN,APD Do Not Use,7994,Hispanic or Latino,Male
NT,2019-01-04,11:55:00,Failure To Identify - Refuse,1800 Block Cesar Chavez Street,,TERM,APD Do Not Use,7625,Hispanic or Latino,Male
NT,2019-01-04,13:37:00,Pedestrian In Roadway/City Ordinance,S IH35 SVRD SB,,IN,Other Agency,4042,White,Male
NT,2019-01-04,16:14:00,Sitting Or Lying Down On A Public Sidewalk Or Sleeping Outdoors,NECHES ST,,TERM,APD Do Not Use,7795,Hispanic or Latino,Male
NT,2019-01-04,16:30:00,Sitting Or Lying Down On A Public Sidewalk Or Sleeping Outdoors,700 Block Neches Street,,TERM,APD Do Not Use,7850,White,Male
